Manager,Report Date,Value ($000),Shares,Option Type
"Costello Asset Management, INC",12/31/2022,40,"1,688",
"PFS Partners, LLC",12/31/2022,29,"1,648",
Sargent Bickham Lagudis LLC,12/31/2022,29,"1,641",
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,12/31/2022,29,"1,632",
Tower Research Capital LLC (TRC),12/31/2022,29,"1,605",
"Pinnacle Bancorp, Inc.",12/31/2022,28,"1,589",
WFA Asset Management Corp,12/31/2022,28,"1,584",
Tacita Capital Inc,12/31/2022,28,"1,542",
"ADIRONDACK RETIREMENT SPECIALISTS, INC.",12/31/2022,27,"1,536",
"Sanctuary Wealth Management, L.L.C.",12/31/2022,26,"1,507",
Banque Cantonale Vaudoise,12/31/2022,27,"1,500",
Riggs Asset Managment Co. Inc.,12/31/2022,26,"1,480",
Stonehage Fleming Financial Services Holdings Ltd,12/31/2022,26,"1,475",
Spire Wealth Management,12/31/2022,26,"1,450",
Park Place Capital Corp,12/31/2022,25,"1,426",
"MinichMacGregor Wealth Management, LLC",12/31/2022,25,"1,420",
Glassman Wealth Services,12/31/2022,24,"1,353",
PRIVATE TRUST CO NA,12/31/2022,23,"1,264",
"HARBOUR INVESTMENTS, INC.",12/31/2022,22,"1,243",
"Sawyer & Company, Inc",12/31/2022,22,"1,206",
"TRUSTCORE FINANCIAL SERVICES, LLC",12/31/2022,21,"1,200",
Walleye Trading LLC,12/31/2022,21,"1,200",call
FIRST COMMUNITY TRUST NA,12/31/2022,21,"1,199",
"Asset Dedication, LLC",12/31/2022,20,"1,112",
ADIRONDACK TRUST CO,12/31/2022,19,"1,067",
BAROMETER CAPITAL MANAGEMENT INC.,12/31/2022,18,"1,065",
"Oakworth Capital, Inc.",12/31/2022,18,"1,062",
"BARRETT & COMPANY, INC.",12/31/2022,17,"1,006",
"PSI Advisors, LLC",12/31/2022,17,958,
"Plante Moran Financial Advisors, LLC",12/31/2022,17,954,
"Ancora Advisors, LLC",12/31/2022,17,943,
ST GERMAIN D J CO INC,12/31/2022,16,924,
LAZARD ASSET MANAGEMENT LLC,12/31/2022,16,921,
PIN OAK INVESTMENT ADVISORS INC,12/31/2022,16,896,
"Clearstead Trust, LLC",12/31/2022,14,803,
MASSMUTUAL TRUST CO FSB/ADV,12/31/2022,14,796,
First PREMIER Bank,12/31/2022,14,765,
"BDO Wealth Advisors, LLC",12/31/2022,13,760,
"JFS WEALTH ADVISORS, LLC",12/31/2022,13,740,
AllSquare Wealth Management LLC,12/31/2022,12,724,
Glass Jacobson Investment Advisors llc,12/31/2022,12,706,
"Accurate Wealth Management, LLC",12/31/2022,12,702,
Bank of New Hampshire,12/31/2022,12,700,
"TimeScale Financial, Inc.",12/31/2022,10,672,
"Tradition Wealth Management, LLC",12/31/2022,12,671,
MONEY CONCEPTS CAPITAL CORP,12/31/2022,11,670,
"Carmichael Hill & Associates, Inc.",12/31/2022,11,637,
"BerganKDV Wealth Management, LLC",12/31/2022,11,636,
CARY STREET PARTNERS INVESTMENT ADVISORY LLC,12/31/2022,10,614,
"FinTrust Capital Advisors, LLC",12/31/2022,10,603,
Geneos Wealth Management Inc.,12/31/2022,10,602,
Missouri Trust & Investment Co,12/31/2022,11,600,
HALL LAURIE J TRUSTEE,12/31/2022,11,600,
CNB Bank,12/31/2022,10,580,
"HHM Wealth Advisors, LLC",12/31/2022,9,552,
"Householder Group Estate & Retirement Specialist, LLC",12/31/2022,9,552,
City State Bank,12/31/2022,10,539,
Semmax Financial Advisors Inc.,12/31/2022,10,531,
"Farther Finance Advisors, LLC",12/31/2022,8,500,
LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA,12/31/2022,8,480,
"Clearstead Advisors, LLC",12/31/2022,8,469,
VALLEY NATIONAL ADVISERS INC,12/31/2022,8,462,
"Harvest Fund Management Co., Ltd",12/31/2022,8,457,
"JANICZEK WEALTH MANAGEMENT, LLC",12/31/2022,7,414,
"Washington Trust Advisors, Inc.",12/31/2022,7,408,
HM PAYSON & CO,12/31/2022,7,397,
"Versant Capital Management, Inc",12/31/2022,6,384,
"Zions Bancorporation, N.A.",12/31/2022,6,373,
"Focused Wealth Management, Inc",12/31/2022,6,363,
Tyler-Stone Wealth Management,12/31/2022,6,362,
"U.S. Capital Wealth Advisors, LLC",12/31/2022,6,359,
Field & Main Bank,12/31/2022,6,355,
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC",12/31/2022,6,352,
Key Financial Inc,12/31/2022,5,350,
CARY STREET PARTNERS ASSET MANAGEMENT LLC,12/31/2022,5,325,
Savior LLC,12/31/2022,5,316,
OPTIMUM INVESTMENT ADVISORS,12/31/2022,5,312,
High Net Worth Advisory Group LLC,12/31/2022,5,308,
Sandy Spring Bank,12/31/2022,5,286,
"EXCHANGE TRADED CONCEPTS, LLC",12/31/2022,4,276,
TRUST CO OF VERMONT,12/31/2022,4,265,
Stonebridge Capital Advisors LLC,12/31/2022,4,260,
EARNEST PARTNERS LLC,12/31/2022,5,239,
RFP Financial Group LLC,12/31/2022,4,236,
ARROW FINANCIAL CORP,12/31/2022,4,236,
"Level Financial Advisors, Inc.",12/31/2022,4,234,
Accel Wealth Management,12/31/2022,3,205,
Raleigh Capital Management Inc.,12/31/2022,3,204,
"Legend Financial Advisors, Inc.",12/31/2022,3,200,
Optiver Holding B.V.,12/31/2022,4,200,
"Financial Management Professionals, Inc.",12/31/2022,4,198,
Fiduciary Alliance LLC,12/31/2022,3,188,
"PFG Private Wealth Management, LLC",12/31/2022,3,182,
"Leelyn Smith, LLC",12/31/2022,2,164,
OKABENA INVESTMENT SERVICES INC,12/31/2022,2,159,
"Sound Income Strategies, LLC",12/31/2022,2,150,
"RE Dickinson Investment Advisors, LLC",12/31/2022,3,144,
FIRST MANHATTAN CO,12/31/2022,2,140,
COUNTRY TRUST BANK,12/31/2022,2,129,
New Hampshire Trust,12/31/2022,2,119,
Schubert & Co,12/31/2022,2,115,
Penserra Capital Management LLC,12/31/2022,1,102,
"Rise Advisors, LLC",12/31/2022,1,101,
"Richard W. Paul & Associates, LLC",12/31/2022,1,101,
Prestige Wealth Management Group LLC,12/31/2022,1,100,
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC",12/31/2022,1,98,
"HARBOR INVESTMENT ADVISORY, LLC",12/31/2022,1,83,
"Stephens Consulting, LLC",12/31/2022,1,68,
"INSTITUTIONAL & FAMILY ASSET MANAGEMENT, LLC",12/31/2022,1,67,
"Artemis Wealth Advisors, LLC",12/31/2022,1,49,
"Artemis Wealth Advisors, LLC",12/31/2022,0,49,
CAPITAL MANAGEMENT ASSOCIATES /NY/,12/31/2022,0,47,
Coppell Advisory Solutions LLC,12/31/2022,0,30,
Coppell Advisory Solutions Corp.,12/31/2022,0,30,
"EverSource Wealth Advisors, LLC",12/31/2022,0,29,
"Paragon Wealth Strategies, LLC",12/31/2022,0,6,
NOMURA ASSET MANAGEMENT CO LTD,12/31/2022,0,0,
