Manager,Report Date,Value ($000),Shares,Option Type
"Russell Investments Group, Ltd.",12/31/2024,393,"12,821",
"Savvy Advisors, Inc.",12/31/2024,392,"12,773",
Baron Wealth Management LLC,12/31/2024,390,"12,709",
Plato Investment Management Ltd,12/31/2024,389,"12,623",
"Bragg Financial Advisors, Inc",12/31/2024,385,"12,555",
LOUISBOURG INVESTMENTS INC.,12/31/2024,383,"12,493",
"Aprio Wealth Management, LLC",12/31/2024,382,"12,468",
"Johnson Financial Group, Inc.",12/31/2024,369,"12,358",
"Cyndeo Wealth Partners, LLC",12/31/2024,378,"12,316",
WESBANCO BANK INC,12/31/2024,378,"12,314",
"PNC Financial Services Group, Inc.",12/31/2024,375,"12,212",
Rockefeller Capital Management L.P.,12/31/2024,371,"12,155",
"CoreCap Advisors, LLC",12/31/2024,370,"12,066",
STEPHENS INC /AR/,12/31/2024,370,"12,050",
JONES FINANCIAL COMPANIES LLLP,12/31/2024,369,"12,047",
SYNOVUS FINANCIAL CORP,12/31/2024,369,"12,045",
"Crescent Grove Advisors, LLC",12/31/2024,369,"12,031",
"WEBSTERROGERS FINANCIAL ADVISORS, LLC",12/31/2024,369,"12,026",
HBK Sorce Advisory LLC,12/31/2024,369,"12,016",
"EP Wealth Advisors, LLC",12/31/2024,367,"11,980",
"Envestnet Portfolio Solutions, Inc.",12/31/2024,362,"11,791",
"Kingsview Wealth Management, LLC",12/31/2024,362,"11,790",
Hendershot Investments Inc.,12/31/2024,355,"11,585",
"KINGSWOOD WEALTH ADVISORS, LLC",12/31/2024,349,"11,385",
"Trek Financial, LLC",12/31/2024,347,"11,312",
"Pacific Point Advisors, LLC",12/31/2024,335,"11,300",
"Pekin Hardy Strauss, Inc.",12/31/2024,341,"11,124",
"Faithward Advisors, LLC",12/31/2024,339,"11,068",
Finward Bancorp,12/31/2024,337,"10,984",
FIRST NATIONAL BANK & TRUST CO OF NEWTOWN,12/31/2024,334,"10,892",
"Councilmark Asset Management, LLC",12/31/2024,334,"10,886",
Dorsey & Whitney Trust CO LLC,12/31/2024,329,"10,741",
SEVEN MILE ADVISORY,12/31/2024,326,"10,622",
Squarepoint Ops LLC,12/31/2024,323,"10,518",
"Concurrent Investment Advisors, LLC",12/31/2024,316,"10,320",
"Equitable Holdings, Inc.",12/31/2024,314,"10,249",
"Midwest Professional Planners, LTD.",12/31/2024,314,"10,245",
Knights of Columbus Asset Advisors LLC,12/31/2024,314,"10,231",
"Haven Private, LLC",12/31/2024,313,"10,213",
AQR CAPITAL MANAGEMENT LLC,12/31/2024,311,"10,140",
DeepCurrents Investment Group LLC,12/31/2024,310,"10,130",
MONETA GROUP INVESTMENT ADVISORS LLC,12/31/2024,308,"10,061",
"Selective Wealth Management, Inc.",12/31/2024,299,"10,050",
Balyasny Asset Management L.P.,12/31/2024,306,"9,989",
"D'Orazio & Associates, Inc.",12/31/2024,306,"9,981",
"PDS Planning, Inc",12/31/2024,306,"9,980",
"INSIGNEO ADVISORY SERVICES, LLC",12/31/2024,306,"9,969",
RNC CAPITAL MANAGEMENT LLC,12/31/2024,305,"9,945",
"PERSONAL CFO SOLUTIONS, LLC",12/31/2024,304,"9,915",
GREENLEAF TRUST,12/31/2024,303,"9,889",
NAPATREE CAPITAL LLC,12/31/2024,301,"9,814",
"Lewis Asset Management, LLC",12/31/2024,300,"9,791",
"Apollon Wealth Management, LLC",12/31/2024,298,"9,732",
"UNITED CAPITAL FINANCIAL ADVISORS, LLC",12/31/2024,297,"9,681",
RHUMBLINE ADVISERS,12/31/2024,294,"9,583",
Value Partners Investments Inc.,12/31/2024,294,"9,581",
Value Partners Investments Inc.,12/31/2024,423,"9,581",
LINCOLN CAPITAL CORP,12/31/2024,293,"9,543",
"Forum Financial Management, LP",12/31/2024,292,"9,536",
BRIGHTON JONES LLC,12/31/2024,288,"9,393",
"Peregrine Asset Advisers, Inc.",12/31/2024,287,"9,350",
WESTWOOD HOLDINGS GROUP INC,12/31/2024,286,"9,343",
"ICONIQ Capital, LLC",12/31/2024,285,"9,302",
AMERICAN NATIONAL BANK & TRUST,12/31/2024,284,"9,262",
"Sanibel Captiva Trust Company, Inc.",12/31/2024,284,"9,258",
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",12/31/2024,280,"9,121",
Gladstone Institutional Advisory LLC,12/31/2024,277,"9,052",
OLD NATIONAL BANCORP /IN/,12/31/2024,277,"9,029",
First Affirmative Financial Network,12/31/2024,273,"8,905",
Trust Co of the South,12/31/2024,272,"8,863",
Csenge Advisory Group,12/31/2024,270,"8,815",
"Pinnacle Wealth Planning Services, Inc.",12/31/2024,269,"8,781",
"Westmount Partners, LLC",12/31/2024,268,"8,749",
"Legacy Capital Group California, Inc.",12/31/2024,268,"8,743",
GUGGENHEIM CAPITAL LLC,12/31/2024,260,"8,486",
"Hill Investment Group Partners, LLC",12/31/2024,260,"8,477",
OneAscent Financial Services LLC,12/31/2024,259,"8,447",
"TIAA TRUST, NATIONAL ASSOCIATION",12/31/2024,258,"8,419",
Keudell/Morrison Wealth Management,12/31/2024,254,"8,303",
MAI Capital Management,12/31/2024,252,"8,223",
SYON CAPITAL LLC,12/31/2024,251,"8,190",
"Legacy Advisors, LLC",12/31/2024,249,"8,127",
"Focus Partners Advisor Solutions, LLC",12/31/2024,247,"8,075",
Sigma Planning Corp,12/31/2024,247,"8,074",
STONEBRIDGE CAPITAL MANAGEMENT INC,12/31/2024,246,"8,000",
"UMB Bank, n.a.",12/31/2024,241,"7,853",
"Plante Moran Financial Advisors, LLC",12/31/2024,238,"7,751",
"SAGESPRING WEALTH PARTNERS, LLC",12/31/2024,237,"7,747",
"Vestmark Advisory Solutions, Inc.",12/31/2024,237,"7,744",
D.A. DAVIDSON & CO.,12/31/2024,236,"7,689",
"Hapanowicz & Associates Financial Services, Inc",12/31/2024,234,"7,652",
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.",12/31/2024,231,"7,611",
Rehmann Capital Advisory Group,12/31/2024,232,"7,566",
"Essential Planning, LLC.",12/31/2024,233,"7,505",
Alaska Wealth Advisors,12/31/2024,229,"7,469",
"Parallel Advisors, LLC",12/31/2024,227,"7,412",
"Ariadne Wealth Management, LP",12/31/2024,221,"7,400",
"MITCHELL & PAHL PRIVATE WEALTH, LLC",12/31/2024,226,"7,372",
"Aspen Grove Capital, LLC",12/31/2024,226,"7,365",
"Avior Wealth Management, LLC",12/31/2024,225,"7,334",
"Cornerstone Wealth Management, LLC",12/31/2024,223,"7,289",
"Goelzer Investment Management, Inc.",12/31/2024,222,"7,240",
"Prime Capital Investment Advisors, LLC",12/31/2024,221,"7,219",
Crewe Advisors LLC,12/31/2024,221,"7,200",
Wealth Quarterback LLC,12/31/2024,220,"7,189",
jvl associates llc,12/31/2024,218,"7,106",
"Anchor Investment Management, LLC",12/31/2024,218,"7,100",
WINTON GROUP Ltd,12/31/2024,216,"7,063",
"Beacon Pointe Advisors, LLC",12/31/2024,216,"7,035",
"Mustard Seed Financial, LLC",12/31/2024,213,"6,940",
"FMA Wealth Management, LLC",12/31/2024,211,"6,898",
"Merit Financial Group, LLC",12/31/2024,211,"6,897",
OneDigital Investment Advisors LLC,12/31/2024,211,"6,891",
"QRG CAPITAL MANAGEMENT, INC.",12/31/2024,210,"6,864",
"SPIREPOINT PRIVATE CLIENT, LLC",12/31/2024,210,"6,863",
C M BIDWELL & ASSOCIATES LTD,12/31/2024,210,"6,858",
LPL Financial LLC,12/31/2024,208,"6,800",put
"LEAVELL INVESTMENT MANAGEMENT, INC.",12/31/2024,208,"6,798",
LOWE BROCKENBROUGH & CO INC,12/31/2024,208,"6,794",
Wealthcare Advisory Partners LLC,12/31/2024,207,"6,759",
MACQUARIE GROUP LTD,12/31/2024,206,"6,735",
Smartleaf Asset Management LLC,12/31/2024,206,"6,726",
FLPUTNAM INVESTMENT MANAGEMENT CO,12/31/2024,204,"6,651",
"Hunting Hill Global Capital, LLC",12/31/2024,201,"6,600",
TWINBEECH CAPITAL LP,12/31/2024,200,"6,538",
GoalVest Advisory LLC,12/31/2024,196,"6,400",
JCIC Asset Management Inc.,12/31/2024,196,"6,389",
"LRI Investments, LLC",12/31/2024,195,"6,371",
"EverSource Wealth Advisors, LLC",12/31/2024,186,"6,060",
Estabrook Capital Management,12/31/2024,184,"6,000",
"Global Retirement Partners, LLC",12/31/2024,179,"5,844",
"Castleview Partners, LLC",12/31/2024,177,"5,830",
"First Horizon Advisors, Inc.",12/31/2024,175,"5,719",
Walleye Capital LLC,12/31/2024,171,"5,600",put
Allworth Financial LP,12/31/2024,169,"5,564",
New England Capital Financial Advisors LLC,12/31/2024,169,"5,527",
DeepCurrents Investment Group LLC,12/31/2024,"16,337","5,324",put
Bank of New Hampshire,12/31/2024,157,"5,123",
"ARMSTRONG ADVISORY GROUP, INC",12/31/2024,156,"5,084",
ROWLANDMILLER & PARTNERS.ADV,12/31/2024,155,"5,063",
Cromwell Holdings LLC,12/31/2024,146,"4,768",
PRIVATE TRUST CO NA,12/31/2024,145,"4,734",
LGT Financial Advisors LLC,12/31/2024,140,"4,581",
ST GERMAIN D J CO INC,12/31/2024,139,"4,547",
"Union Bancaire Privee, UBP SA",12/31/2024,"1,072","4,508",
"Baird Financial Group, Inc.",12/31/2024,135,"4,422",
Key Financial Inc,12/31/2024,131,"4,272",
"Farther Finance Advisors, LLC",12/31/2024,123,"4,037",
"Wilmington Savings Fund Society, FSB",12/31/2024,122,"3,998",
WASHINGTON TRUST Co,12/31/2024,119,"3,884",
CENTRAL TRUST Co,12/31/2024,118,"3,860",
Pacifica Partners Inc.,12/31/2024,112,"3,707",
Gulf International Bank (UK) Ltd,12/31/2024,111,"3,647",
"IFP Advisors, Inc",12/31/2024,111,"3,639",
BESSEMER GROUP INC,12/31/2024,106,"3,447",
Parkside Financial Bank & Trust,12/31/2024,105,"3,420",
Hexagon Capital Partners LLC,12/31/2024,104,"3,404",
"AdvisorNet Financial, Inc",12/31/2024,101,"3,293",
"Hurley Capital, LLC",12/31/2024,94,"3,084",
Grayhawk Investment Strategies Inc.,12/31/2024,94,"3,081",
Colonial Trust Advisors,12/31/2024,94,"3,081",
"Sachetta, LLC",12/31/2024,91,"2,993",
"Pinnacle Bancorp, Inc.",12/31/2024,84,"2,754",
"Capital Analysts, LLC",12/31/2024,84,"2,733",
HM PAYSON & CO,12/31/2024,82,"2,701",
Colonial Trust Co / SC,12/31/2024,82,"2,696",
"MassMutual Private Wealth & Trust, FSB",12/31/2024,81,"2,662",
TOBAM,12/31/2024,117,"2,645",
"Clearstead Advisors, LLC",12/31/2024,80,"2,626",
"Center for Financial Planning, Inc.",12/31/2024,80,"2,622",
SALEM INVESTMENT COUNSELORS INC,12/31/2024,79,"2,583",
"GHP Investment Advisors, Inc.",12/31/2024,73,"2,400",
"SBI Securities Co., Ltd.",12/31/2024,72,"2,355",
"BFSG, LLC",12/31/2024,72,"2,354",
"Salomon & Ludwin, LLC",12/31/2024,72,"2,347",
"Financial Freedom, LLC",12/31/2024,71,"2,318",
Nemes Rush Group LLC,12/31/2024,70,"2,294",
CREATIVE FINANCIAL DESIGNS INC /ADV,12/31/2024,68,"2,243",
TRUST CO OF VERMONT,12/31/2024,67,"2,208",
Indiana Trust & Investment Management Co,12/31/2024,63,"2,078",
"Continuum Advisory, LLC",12/31/2024,63,"2,063",
Murphy & Mullick Capital Management Corp,12/31/2024,61,"2,014",
MCF Advisors LLC,12/31/2024,61,"2,000",
"Lindbrook Capital, LLC",12/31/2024,60,"1,978",
Tower Research Capital LLC (TRC),12/31/2024,60,"1,973",
Ancora Advisors LLC,12/31/2024,59,"1,943",
"CALDWELL SUTTER CAPITAL, INC.",12/31/2024,58,"1,894",
"Bank Julius Baer & Co. Ltd, Zurich",12/31/2024,92,"1,890",
"Legacy Bridge, LLC",12/31/2024,57,"1,860",
Ridgewood Investments LLC,12/31/2024,55,"1,800",
Spire Wealth Management,12/31/2024,54,"1,771",
"Financial Perspectives, Inc",12/31/2024,54,"1,766",
OLIVER LAGORE VANVALIN INVESTMENT GROUP,12/31/2024,54,"1,759",
"WealthCollab, LLC",12/31/2024,53,"1,740",
"Graney & King, LLC",12/31/2024,53,"1,726",
Northwest Capital Management Inc,12/31/2024,50,"1,650",
"PFS Partners, LLC",12/31/2024,50,"1,648",
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,12/31/2024,50,"1,632",
Larson Financial Group LLC,12/31/2024,49,"1,601",
Brooklyn Investment Group,12/31/2024,47,"1,537",
"BARRETT & COMPANY, INC.",12/31/2024,47,"1,535",
"Sanctuary Wealth Management, L.L.C.",12/31/2024,46,"1,507",
Riggs Asset Managment Co. Inc.,12/31/2024,45,"1,480",
Stonehage Fleming Financial Services Holdings Ltd,12/31/2024,45,"1,475",
Lavaca Capital LLC,12/31/2024,45,"1,466",
"Physician Wealth Advisors, Inc.",12/31/2024,44,"1,446",
WFA Asset Management Corp,12/31/2024,44,"1,434",
"JFS WEALTH ADVISORS, LLC",12/31/2024,43,"1,430",
Addison Advisors LLC,12/31/2024,43,"1,428",
"Millstone Evans Group, LLC",12/31/2024,43,"1,420",
"MATHER GROUP, LLC.",12/31/2024,42,"1,368",
"Transce3nd, LLC",12/31/2024,41,"1,363",
Creekmur Asset Management LLC,12/31/2024,41,"1,343",
WHITTIER TRUST CO OF NEVADA INC,12/31/2024,40,"1,325",
"VESTOR CAPITAL, LLC",12/31/2024,40,"1,317",
"Clarity Asset Management, Inc.",12/31/2024,39,"1,292",
"GPS Wealth Strategies Group, LLC",12/31/2024,38,"1,266",
"Fortitude Family Office, LLC",12/31/2024,38,"1,239",
CKW FINANCIAL GROUP,12/31/2024,37,"1,219",
Accordant Advisory Group Inc,12/31/2024,36,"1,182",
LAZARD ASSET MANAGEMENT LLC,12/31/2024,35,"1,168",
"Bruce G. Allen Investments, LLC",12/31/2024,35,"1,156",
PIN OAK INVESTMENT ADVISORS INC,12/31/2024,34,"1,144",
"Golden State Wealth Management, LLC",12/31/2024,34,"1,137",
"Stonebridge Financial Group, LLC",12/31/2024,34,"1,119",
"HHM Wealth Advisors, LLC",12/31/2024,33,"1,104",
"FWL INVESTMENT MANAGEMENT, LLC",12/31/2024,32,"1,066",
"Oakworth Capital, Inc.",12/31/2024,32,"1,062",
Valued Wealth Advisors LLC,12/31/2024,31,"1,040",
LEE DANNER & BASS INC,12/31/2024,30,"1,000",
"Main Street Group, LTD",12/31/2024,30,980,
"PSI Advisors, LLC",12/31/2024,29,958,
"HARBOUR INVESTMENTS, INC.",12/31/2024,29,947,
Grove Bank & Trust,12/31/2024,28,926,
"Private Wealth Management Group, LLC",12/31/2024,27,896,
"West Financial Advisors, LLC",12/31/2024,26,875,
"CGC Financial Services, LLC",12/31/2024,26,850,
"Asset Dedication, LLC",12/31/2024,25,842,
Crews Bank & Trust,12/31/2024,25,840,
Pacific Center for Financial Services,12/31/2024,25,817,
"Sound Income Strategies, LLC",12/31/2024,24,791,
Geneos Wealth Management Inc.,12/31/2024,23,774,
DUNCKER STREETT & CO INC,12/31/2024,23,762,
TOTH FINANCIAL ADVISORY CORP,12/31/2024,22,748,
ORG Partners LLC,12/31/2024,22,746,
"Versant Capital Management, Inc",12/31/2024,22,730,
Keener Financial Planning LLC,12/31/2024,22,722,
"TSFG, LLC",12/31/2024,21,689,
"PINNEY & SCOFIELD, INC.",12/31/2024,21,684,
AllSquare Wealth Management LLC,12/31/2024,21,684,
"Cullen/Frost Bankers, Inc.",12/31/2024,19,650,
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC",12/31/2024,19,646,
"FLAGSHIP WEALTH ADVISORS, LLC",12/31/2024,19,643,
"Annis Gardner Whiting Capital Advisors, LLC",12/31/2024,18,618,
"Fortis Group Advisors, LLC",12/31/2024,18,605,
Aspetuck Financial Management LLC,12/31/2024,18,590,
Semmax Financial Advisors Inc.,12/31/2024,17,578,
"Bare Financial Services, Inc",12/31/2024,17,572,
Glass Jacobson Investment Advisors llc,12/31/2024,17,570,
Rosenberg Matthew Hamilton,12/31/2024,17,564,
"Strengthening Families & Communities, LLC",12/31/2024,17,540,
"Washington Trust Advisors, Inc.",12/31/2024,15,505,
"MidAtlantic Capital Management, Inc.",12/31/2024,15,500,
"GeoWealth Management, LLC",12/31/2024,15,490,
Kennebec Savings Bank,12/31/2024,13,464,
Missouri Trust & Investment Co,12/31/2024,13,450,
"Financial Management Professionals, Inc.",12/31/2024,12,416,
MOTCO,12/31/2024,12,416,
Hemington Wealth Management,12/31/2024,12,400,
Coppell Advisory Solutions LLC,12/31/2024,11,388,
EASTERN BANK,12/31/2024,11,378,
"Zions Bancorporation, N.A.",12/31/2024,11,373,
Gen-Wealth Partners Inc,12/31/2024,11,372,
"Fourth Dimension Wealth, LLC",12/31/2024,11,364,
Field & Main Bank,12/31/2024,10,355,
"Strategic Investment Solutions, Inc. /IL",12/31/2024,10,350,
VALLEY NATIONAL ADVISERS INC,12/31/2024,10,348,
Compass Financial Services Inc,12/31/2024,10,335,
FIRST UNITED BANK & TRUST,12/31/2024,10,327,
OPTIMUM INVESTMENT ADVISORS,12/31/2024,9,312,
"Bell Investment Advisors, Inc",12/31/2024,9,304,
Human Investing LLC,12/31/2024,9,300,
Smithfield Trust Co,12/31/2024,9,298,
Sandy Spring Bank,12/31/2024,8,286,
Centennial Bank/AR/,12/31/2024,8,285,
"Synergy Asset Management, LLC",12/31/2024,8,284,
"TFC Financial Management, Inc.",12/31/2024,8,270,
WOLFF WIESE MAGANA LLC,12/31/2024,7,260,
"MPWM ADVISORY SOLUTIONS, LLC",12/31/2024,7,257,
Hoese & Co LLP,12/31/2024,6,226,
"THURSTON, SPRINGER, MILLER, HERD & TITAK, INC.",12/31/2024,6,226,
Raleigh Capital Management Inc.,12/31/2024,6,222,
FSA Wealth Management LLC,12/31/2024,6,218,
"SIERRA OCEAN, LLC",12/31/2024,6,217,
"Legend Financial Advisors, Inc.",12/31/2024,6,200,
Compass Planning Associates Inc,12/31/2024,5,191,
"Venturi Wealth Management, LLC",12/31/2024,5,181,
"CVA Family Office, LLC",12/31/2024,5,169,
"Cape Investment Advisory, Inc.",12/31/2024,4,156,
CAROLINAS WEALTH CONSULTING LLC,12/31/2024,4,155,
"Beacon Capital Management, LLC",12/31/2024,4,152,
HALL LAURIE J TRUSTEE,12/31/2024,5,150,
Penserra Capital Management LLC,12/31/2024,4,150,
"RE Dickinson Investment Advisors, LLC",12/31/2024,0,144,
"Iron Horse Wealth Management, LLC",12/31/2024,4,139,
ADIRONDACK TRUST CO,12/31/2024,4,134,
COUNTRY TRUST BANK,12/31/2024,3,129,
NBT BANK N A /NY,12/31/2024,3,118,
"Richard W. Paul & Associates, LLC",12/31/2024,3,101,
Prestige Wealth Management Group LLC,12/31/2024,3,100,
Cornerstone Planning Group LLC,12/31/2024,2,91,
"Householder Group Estate & Retirement Specialist, LLC",12/31/2024,2,87,
"St. Johns Investment Management Company, LLC",12/31/2024,2,84,
"HARBOR INVESTMENT ADVISORY, LLC",12/31/2024,2,83,
"Coston, McIsaac & Partners",12/31/2024,2,79,
HIGHLINE WEALTH PARTNERS LLC,12/31/2024,2,75,
"Stephens Consulting, LLC",12/31/2024,2,68,
"AMERIFLEX GROUP, INC.",12/31/2024,1,61,
Clean Yield Group,12/31/2024,1,52,
"Sunbelt Securities, Inc.",12/31/2024,1,50,
"Winch Advisory Services, LLC",12/31/2024,1,47,
"Cherry Tree Wealth Management, LLC",12/31/2024,1,40,
"Van Hulzen Asset Management, LLC",12/31/2024,1,37,
"Bogart Wealth, LLC",12/31/2024,0,31,
"Rise Advisors, LLC",12/31/2024,0,30,
"Financial Gravity Companies, Inc.",12/31/2024,0,18,
Optiver Holding B.V.,12/31/2024,0,12,
"High Note Wealth, LLC",12/31/2024,0,6,
"NBC SECURITIES, INC.",12/31/2024,0,1,
TORONTO DOMINION BANK,12/31/2024,0,1,
NOMURA ASSET MANAGEMENT CO LTD,12/31/2024,0,0,
