Manager,Report Date,Value ($000),Shares,Option Type
Pacific Center for Financial Services,12/31/2019,17,817,
Mondrian Investment Partners LTD,12/31/2019,21,805,
"Ellevest, Inc.",12/31/2019,16,785,
TRUE Private Wealth Advisors,12/31/2019,15,784,
Farmers & Merchants Trust Co of Chambersburg PA,12/31/2019,16,770,
Wealthcare Advisory Partners LLC,12/31/2019,15,750,
"Lenox Wealth Management, Inc.",12/31/2019,15,732,
"Patriot Financial Group Insurance Agency, LLC",12/31/2019,14,710,
"Sugarloaf Wealth Management, LLC",12/31/2019,14,706,
ENTERPRISE FINANCIAL SERVICES CORP,12/31/2019,14,700,
Personal Wealth Partners,12/31/2019,14,696,
Stonebridge Capital Advisors LLC,12/31/2019,14,681,
ADIRONDACK TRUST CO,12/31/2019,13,645,
"FinTrust Capital Advisors, LLC",12/31/2019,13,638,
Allworth Financial LP,12/31/2019,13,632,
"NWK Group, Inc.",12/31/2019,13,618,
"Sowa Financial Group, Inc.",12/31/2019,12,594,
"Clear Harbor Asset Management, LLC",12/31/2019,11,548,
"Valeo Financial Advisors, LLC",12/31/2019,11,543,
"FTB Advisors, Inc.",12/31/2019,10,541,
1776 WEALTH LLC,12/31/2019,10,540,
"Ellis Investment Partners, LLC",12/31/2019,10,529,
"Capital Analysts, LLC",12/31/2019,10,498,
"Ameritas Investment Company, LLC",12/31/2019,10,497,
"LifePlan Financial Group, Inc",12/31/2019,10,494,
"Vectors Research Management, LLC",12/31/2019,9,462,
First PREMIER Bank,12/31/2019,9,420,
"PNC Financial Services Group, Inc.",12/31/2019,8,414,
"Focused Wealth Management, Inc",12/31/2019,8,391,
"Versant Capital Management, Inc",12/31/2019,7,384,
"Ironwood Financial, llc",12/31/2019,8,384,
"Filbrandt Wealth Management, LLC",12/31/2019,7,368,
"Salomon & Ludwin, LLC",12/31/2019,7,362,
"Fieldpoint Private Securities, LLC",12/31/2019,7,334,
Taylor Hoffman Wealth Management,12/31/2019,7,333,
TD PRIVATE CLIENT WEALTH LLC,12/31/2019,6,324,
EARNEST PARTNERS LLC,12/31/2019,6,318,
Savior LLC,12/31/2019,6,316,
OPTIMUM INVESTMENT ADVISORS,12/31/2019,6,312,
Arkadios Wealth Advisors,12/31/2019,5,304,
HM PAYSON & CO,12/31/2019,6,300,
"Royal Fund Management, LLC",12/31/2019,6,298,
"EVOKE WEALTH, LLC",12/31/2019,5,296,
"Aspire Private Capital, LLC",12/31/2019,6,291,
"HARVEST GROUP WEALTH MANAGEMENT, LLC",12/31/2019,5,290,
Balentine LLC,12/31/2019,5,258,
ARROW FINANCIAL CORP,12/31/2019,5,236,
New Capital Management LP,12/31/2019,5,227,
Weaver Consulting Group,12/31/2019,4,222,
MASSMUTUAL TRUST CO FSB/ADV,12/31/2019,4,217,
"Carroll Financial Associates, Inc.",12/31/2019,3,196,
WEALTHCARE CAPITAL MANAGEMENT LLC,12/31/2019,4,195,
HighMark Wealth Management LLC,12/31/2019,3,190,
MOTCO,12/31/2019,4,185,
Gemmer Asset Management LLC,12/31/2019,4,173,
Retirement Network,12/31/2019,3,164,
"Samalin Investment Counsel, LLC",12/31/2019,3,162,
"REILLY FINANCIAL ADVISORS, LLC",12/31/2019,3,145,
COUNTRY TRUST BANK,12/31/2019,3,129,
Kore Private Wealth LLC,12/31/2019,2,113,
Burt Wealth Advisors,12/31/2019,2,103,
Prestige Wealth Management Group LLC,12/31/2019,2,100,
"Moisand Fitzgerald Tamayo, LLC",12/31/2019,2,95,
TRUEWEALTH LLC,12/31/2019,2,82,
TFG Advisers LLC,12/31/2019,1,64,
FIRST MANHATTAN CO,12/31/2019,1,61,
Citizens Financial Group Inc/RI,12/31/2019,1,49,
"EXCHANGE TRADED CONCEPTS, LLC",12/31/2019,1,47,
AllSquare Wealth Management LLC,12/31/2019,1,40,
"ATTICUS WEALTH MANAGEMENT, LLC",12/31/2019,1,33,
"McIlrath & Eck, LLC",12/31/2019,1,25,
Altshuler Shaham Ltd,12/31/2019,0,17,
