"Manager","Report Date","Value ($000)","Shares","Option Type"
"KANAWHA CAPITAL MANAGEMENT LLC","12/31/2018","267","3,895",""
"FIDUCIARY TRUST CO","12/31/2018","261","3,805",""
"American Asset Management Inc.","12/31/2018","261","3,802",""
"Bristol Gate Capital Partners Inc.","12/31/2018","259","3,786",""
"Good Life Advisors, LLC","12/31/2018","259","3,777",""
"Parallel Advisors, LLC","12/31/2018","255","3,725",""
"VOLORIDGE INVESTMENT MANAGEMENT, LLC","12/31/2018","247","3,600",""
"Inscription Capital, LLC","12/31/2018","246","3,590",""
"Planning Solutions Group LLC","12/31/2018","243","3,543",""
"BANK OF THE WEST","12/31/2018","241","3,516",""
"Voya Financial Advisors, Inc.","12/31/2018","238","3,485",""
"CARY STREET PARTNER INVESTMENT ADVISORY LLC","12/31/2018","236","3,456",""
"Advisors Asset Management, Inc.","12/31/2018","235","3,426",""
"HL FINANCIAL SERVICES LLC","12/31/2018","233","3,401",""
"LexAurum Advisors, LLC","12/31/2018","231","3,365",""
"Capital Investment Counsel, Inc","12/31/2018","226","3,293",""
"BBVA COMPASS BANCSHARES, INC","12/31/2018","220","3,204",""
"Hayden Royal, LLC","12/31/2018","219","3,199",""
"NOVARE CAPITAL MANAGEMENT LLC","12/31/2018","218","3,175",""
"First Allied Advisory Services, Inc.","12/31/2018","222","3,175",""
"Wambolt & Associates, LLC","12/31/2018","215","3,142",""
"Pensionmark Financial Group, LLC","12/31/2018","235","3,092",""
"Lakeview Capital Partners, LLC","12/31/2018","206","3,001",""
"LAZARD ASSET MANAGEMENT LLC","12/31/2018","205","3,000",""
"BECKER CAPITAL MANAGEMENT INC","12/31/2018","206","3,000",""
"Graves-Light Private Wealth Management, Inc.","12/31/2018","206","3,000",""
"Landsberg, Bennett, & Dubbaneh LLC","12/31/2018","204","2,974",""
"ROMAN BUTLER FULLERTON & CO","12/31/2018","213","2,922",""
"WealthPLAN Partners, LLC","12/31/2018","206","2,693",""
"CENTRAL TRUST Co","12/31/2018","182","2,656",""
"Bray Capital Advisors","12/31/2018","175","2,550",""
"West Oak Capital, LLC","12/31/2018","168","2,461",""
"Brewin Dolphin Wealth Management Ltd","12/31/2018","167","2,450",""
"Sargent Bickham Lagudis LLC","12/31/2018","166","2,429",""
"Walleye Trading LLC","12/31/2018","158","2,300","put"
"MIROVA","12/31/2018","153","2,240",""
"AdvisorNet Financial, Inc","12/31/2018","152","2,225",""
"Ledyard National Bank","12/31/2018","151","2,200",""
"Certified Advisory Corp","12/31/2018","144","2,108",""
"Enlightenment Research, LLC","12/31/2018","144","2,100",""
"AlphaMark Advisors, LLC","12/31/2018","143","2,085",""
"Lindbrook Capital, LLC","12/31/2018","140","2,051",""
"Welch Group, LLC","12/31/2018","134","1,954",""
"UBS ASSET MANAGEMENT AMERICAS INC","12/31/2018","130","1,900",""
"SG Americas Securities, LLC","12/31/2018","120","1,752",""
"SAN FRANCISCO SENTRY INVESTMENT GROUP (CA)","12/31/2018","118","1,720",""
"HUNTINGTON NATIONAL BANK","12/31/2018","114","1,660",""
"THOMPSON SIEGEL & WALMSLEY LLC","12/31/2018","106","1,548",""
"WHITTIER TRUST CO","12/31/2018","105","1,523",""
"Proficio Capital Partners LLC","12/31/2018","101","1,473",""
"Laurel Wealth Advisors LLC","12/31/2018","95","1,388",""
"Vigilant Capital Management, LLC","12/31/2018","83","1,216",""
"PRELUDE CAPITAL MANAGEMENT, LLC","12/31/2018","82","1,200",""
"BARCLAYS PLC","12/31/2018","82","1,200","put"
"Jacobi Capital Management LLC","12/31/2018","82","1,190",""
"American Portfolios Advisors","12/31/2018","78","1,143",""
"Tower Research Capital LLC (TRC)","12/31/2018","77","1,125",""
"FIRST MANHATTAN CO","12/31/2018","68","1,000",""
"Westside Investment Management, Inc.","12/31/2018","68","1,000",""
"SMITHFIELD TRUST CO","12/31/2018","68","998",""
"Patriot Financial Group Insurance Agency, LLC","12/31/2018","63","916",""
"PROEQUITIES, INC.","12/31/2018","56","824",""
"TRUSTMARK NATIONAL BANK TRUST DEPARTMENT","12/31/2018","55","800",""
"Covington Capital Management","12/31/2018","55","800",""
"NEXT Financial Group, Inc","12/31/2018","49","719",""
"EXANE DERIVATIVES","12/31/2018","47","695",""
"Quad-Cities Investment Group, LLC","12/31/2018","46","660",""
"SYNOVUS FINANCIAL CORP","12/31/2018","45","655",""
"Executive Wealth Management, LLC","12/31/2018","43","625",""
"Oakworth Capital, Inc.","12/31/2018","42","612",""
"Winslow, Evans & Crocker, Inc.","12/31/2018","42","600",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2018","41","600",""
"Bartlett & Co. LLC","12/31/2018","41","600",""
"GABLES CAPITAL MANAGEMENT INC.","12/31/2018","39","575",""
"OPPENHEIMER ASSET MANAGEMENT INC.","12/31/2018","38","548",""
"Financial Gravity Companies, Inc.","12/31/2018","38","502",""
"EDMOND DE ROTHSCHILD HOLDING S.A.","12/31/2018","34","500",""
"PRINCETON CAPITAL MANAGEMENT LLC","12/31/2018","34","500",""
"BRASADA CAPITAL MANAGEMENT, LP","12/31/2018","34","500",""
"CAPTRUST FINANCIAL ADVISORS","12/31/2018","34","500",""
"Legacy Financial Advisors, Inc.","12/31/2018","34","495",""
"Private Capital Group, LLC","12/31/2018","32","473",""
"Anchor Investment Management, LLC","12/31/2018","31","462",""
"FinTrust Capital Advisors, LLC","12/31/2018","30","442",""
"Mercer Capital Advisers, Inc.","12/31/2018","29","427",""
"Lenox Wealth Management, Inc.","12/31/2018","29","417",""
"FIRST FINANCIAL CORP /IN/","12/31/2018","28","415",""
"Alera Investment Advisors, LLC","12/31/2018","28","414",""
"Balentine LLC","12/31/2018","28","403",""
"Pacific Center for Financial Services","12/31/2018","27","400",""
"OSSIAM","12/31/2018","27","400",""
"REILLY FINANCIAL ADVISORS, LLC","12/31/2018","26","386",""
"BESSEMER GROUP INC","12/31/2018","26","380",""
"ENTERPRISE FINANCIAL SERVICES CORP","12/31/2018","25","368",""
"Providence Capital Advisors, LLC","12/31/2018","23","336",""
"Versant Capital Management, Inc","12/31/2018","22","330",""
"CITY HOLDING CO","12/31/2018","21","300",""
"Squar Milner Financial Services LLC","12/31/2018","21","300",""
"American Research & Management Co.","12/31/2018","21","300",""
"Cornerstone Advisors, Inc.","12/31/2018","20","291",""
"Private Ocean, LLC","12/31/2018","20","285",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2018","20","285",""
"Prestige Wealth Management Group LLC","12/31/2018","18","267",""
"FRED ALGER MANAGEMENT INC","12/31/2018","18","262",""
"FTB Advisors, Inc.","12/31/2018","18","258",""
"PNC Financial Services Group, Inc.","12/31/2018","18","256",""
"BRONFMAN E.L. ROTHSCHILD, L.P.","12/31/2018","17","250",""
"Prime Capital Investment Advisors, LLC","12/31/2018","17","242",""
"CWM, LLC","12/31/2018","15","219",""
"EARNEST PARTNERS LLC","12/31/2018","15","218",""
"Focused Wealth Management, Inc","12/31/2018","15","215",""
"MARINO, STRAM & ASSOCIATES LLC","12/31/2018","15","213",""
"Doyle Wealth Management","12/31/2018","14","211",""
"Mondrian Investment Partners LTD","12/31/2018","20","209",""
"Avestar Capital, LLC","12/31/2018","12","207",""
"M&R CAPITAL MANAGEMENT INC","12/31/2018","13","203",""
"MUFG Americas Holdings Corp","12/31/2018","14","200",""
"Financial Architects, Inc","12/31/2018","14","200",""
"Asset Dedication, LLC","12/31/2018","14","200",""
"VALLEY NATIONAL ADVISERS INC","12/31/2018","14","200",""
"TOTH FINANCIAL ADVISORY CORP","12/31/2018","13","184",""
"Cresset Asset Management, LLC","12/31/2018","12","180",""
"DUBUQUE BANK & TRUST CO","12/31/2018","12","176",""
"Wealthcare Advisory Partners LLC","12/31/2018","11","164",""
"JNBA Financial Advisors","12/31/2018","11","160",""
"Glen Eagle Advisors, LLC","12/31/2018","10","160",""
"Capital Financial Planning, LLC","12/31/2018","11","159",""
"Cable Hill Partners, LLC","12/31/2018","8","122",""
"Berman Capital Advisors, LLC","12/31/2018","8","118",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2018","8","118",""
"Cribstone Capital Management, LLC","12/31/2018","8","110",""
"Clarus Wealth Advisors","12/31/2018","7","103",""
"ARROW FINANCIAL CORP","12/31/2018","7","100",""
"QV Investors Inc.","12/31/2018","9","100",""
"FIRST HAWAIIAN BANK","12/31/2018","7","97",""
"Lake Point Wealth Management","12/31/2018","7","95",""
"TD AMERITRADE INVESTMENT MANAGEMENT, LLC","12/31/2018","6","90",""
"Sterling Global Strategies LLC","12/31/2018","5","75",""
"Claybrook Capital, LLC","12/31/2018","5","68",""
"RESOURCES MANAGEMENT CORP /CT/ /ADV","12/31/2018","4","68",""
"Well Done, LLC","12/31/2018","5","68",""
"Taylor Hoffman Wealth Management","12/31/2018","3","50",""
"MACROVIEW INVESTMENT MANAGEMENT LLC","12/31/2018","3","37",""
"Rehmann Capital Advisory Group","12/31/2018","2","31",""
"Front Row Advisors LLC","12/31/2018","2","31",""
"Parallax Volatility Advisers, L.P.","12/31/2018","2","23",""
"TCI Wealth Advisors, Inc.","12/31/2018","2","22",""
"Sontag Advisory, LLC","12/31/2018","1","16",""
"Valeo Financial Advisors, LLC","12/31/2018","1","15",""
"RPG Investment Advisory, LLC","12/31/2018","1","15",""
"ASSETMARK, INC","12/31/2018","1","10",""
"LIBERTY WEALTH MANAGEMENT LLC","12/31/2018","0","10",""
"Gemmer Asset Management LLC","12/31/2018","0","5",""
"SeaCrest Wealth Management, LLC","12/31/2018","0","3",""
"MARSHALL WACE, LLP","12/31/2018","0","2",""
