"Manager","Report Date","Value ($000)","Shares","Option Type"
"Total Clarity Wealth Management, Inc.","12/31/2021","4","31",""
"PFG Private Wealth Management, LLC","12/31/2021","3","29",""
"HHM Wealth Advisors, LLC","12/31/2021","3","26",""
"McDonald Partners LLC","12/31/2021","2","24",""
"Absolute Capital Management, LLC","12/31/2021","2","24",""
"Nelson, Van Denburg & Campbell Wealth Management Group, LLC","12/31/2021","2","23",""
"Eagle Bay Advisors LLC","12/31/2021","2","19",""
"CAROLINAS WEALTH CONSULTING LLC","12/31/2021","2","14",""
"Sutton Wealth Advisors Inc.","12/31/2021","0","5",""
"Erste Asset Management GmbH","12/31/2021","0","0",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2021","0","0",""
