"Manager","Report Date","Value ($000)","Shares","Option Type"
"Lindbrook Capital, LLC","12/31/2024","266","2,745",""
"FIRST MERCHANTS CORP","12/31/2024","263","2,716",""
"UNITED CAPITAL FINANCIAL ADVISORS, LLC","12/31/2024","263","2,715",""
"Arkos Global Advisors","12/31/2024","259","2,672",""
"Ameritas Advisory Services, LLC","12/31/2024","257","2,651",""
"Fielder Capital Group LLC","12/31/2024","256","2,643",""
"Hilltop Holdings Inc.","12/31/2024","252","2,603",""
"DOLIVER ADVISORS, LP","12/31/2024","252","2,597",""
"OLD NATIONAL BANCORP /IN/","12/31/2024","248","2,558",""
"CVA Family Office, LLC","12/31/2024","245","2,525",""
"Checchi Capital Advisers, LLC","12/31/2024","244","2,516",""
"Perfromance Wealth Partners, LLC","12/31/2024","242","2,500",""
"Dixon Mitchell Investment Counsel Inc.","12/31/2024","237","2,444",""
"North Star Investment Management Corp.","12/31/2024","231","2,389",""
"Mesirow Financial Investment Management, Inc.","12/31/2024","229","2,363",""
"GLENMEDE TRUST CO NA","12/31/2024","227","2,342",""
"WESTWOOD HOLDINGS GROUP INC","12/31/2024","226","2,336",""
"PATTEN & PATTEN INC/TN","12/31/2024","225","2,328",""
"PARK NATIONAL CORP /OH/","12/31/2024","225","2,325",""
"TOWNSQUARE CAPITAL LLC","12/31/2024","224","2,310",""
"WRAPMANAGER INC","12/31/2024","224","2,310",""
"Trifecta Capital Advisors, LLC","12/31/2024","223","2,300",""
"Operose Advisors LLC","12/31/2024","222","2,293",""
"West Family Investments, Inc.","12/31/2024","220","2,277",""
"KINGSWOOD WEALTH ADVISORS, LLC","12/31/2024","220","2,269",""
"Curi RMB Capital, LLC","12/31/2024","219","2,264",""
"180 WEALTH ADVISORS, LLC","12/31/2024","217","2,236",""
"Annex Advisory Services, LLC","12/31/2024","216","2,232",""
"INTRUST BANK NA","12/31/2024","216","2,229",""
"Townsend & Associates, Inc","12/31/2024","222","2,225",""
"Bogart Wealth, LLC","12/31/2024","213","2,202",""
"COBBLESTONE CAPITAL ADVISORS LLC /NY/","12/31/2024","213","2,200",""
"Total Clarity Wealth Management, Inc.","12/31/2024","212","2,185",""
"Schechter Investment Advisors, LLC","12/31/2024","211","2,182",""
"CHOREO, LLC","12/31/2024","206","2,128",""
"Triasima Portfolio Management inc.","12/31/2024","205","2,115",""
"Firestone Capital Management","12/31/2024","203","2,100",""
"FDx Advisors, Inc.","12/31/2024","204","2,099",""
"First Affirmative Financial Network","12/31/2024","203","2,096",""
"Ausdal Financial Partners, Inc.","12/31/2024","203","2,095",""
"Avant Financial Advisors LLC","12/31/2024","201","2,080",""
"Riverpoint Wealth Management Holdings, LLC","12/31/2024","201","2,075",""
"SNS Financial Group, LLC","12/31/2024","200","2,065",""
"Investors Research Corp","12/31/2024","197","2,037",""
"OARSMAN CAPITAL, INC.","12/31/2024","193","1,998",""
"Geneos Wealth Management Inc.","12/31/2024","191","1,970",""
"Cromwell Holdings LLC","12/31/2024","168","1,739",""
"Allworth Financial LP","12/31/2024","170","1,707",""
"PINNEY & SCOFIELD, INC.","12/31/2024","164","1,700",""
"MACQUARIE GROUP LTD","12/31/2024","157","1,624",""
"JTC Employer Solutions Trustee Ltd","12/31/2024","137","1,595",""
"GAMMA Investing LLC","12/31/2024","152","1,570",""
"EverSource Wealth Advisors, LLC","12/31/2024","146","1,514",""
"Gulf International Bank (UK) Ltd","12/31/2024","145","1,499",""
"SBI Securities Co., Ltd.","12/31/2024","144","1,490",""
"STUDIO INVESTMENT MANAGEMENT LLC","12/31/2024","144","1,488",""
"WEBSTER BANK, N. A.","12/31/2024","135","1,400",""
"Cyrus J. Lawrence, LLC","12/31/2024","135","1,400",""
"QUADRANT CAPITAL GROUP LLC","12/31/2024","129","1,333",""
"BARTLETT & CO. WEALTH MANAGEMENT LLC","12/31/2024","129","1,330",""
"Compass Wealth Management LLC","12/31/2024","120","1,240",""
"Farther Finance Advisors, LLC","12/31/2024","114","1,177",""
"GeoWealth Management, LLC","12/31/2024","112","1,155",""
"Retirement Wealth Solutions LLC","12/31/2024","105","1,086",""
"Winthrop Capital Management, LLC","12/31/2024","103","1,058",""
"MATHER GROUP, LLC.","12/31/2024","102","1,055",""
"Wilmington Savings Fund Society, FSB","12/31/2024","102","1,051",""
"RHUMBLINE ADVISERS","12/31/2024","101","1,049",""
"Hexagon Capital Partners LLC","12/31/2024","101","1,047",""
"Global Retirement Partners, LLC","12/31/2024","101","1,045",""
"WASHINGTON TRUST Co","12/31/2024","97","1,000",""
"TOMPKINS FINANCIAL CORP","12/31/2024","97","1,000",""
"Iron Horse Wealth Management, LLC","12/31/2024","95","980",""
"PRINCIPAL SECURITIES, INC.","12/31/2024","94","969",""
"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC","12/31/2024","93","960",""
"TRUST CO OF VERMONT","12/31/2024","87","901",""
"WHITTIER TRUST CO","12/31/2024","87","900",""
"CALDWELL SUTTER CAPITAL, INC.","12/31/2024","85","879",""
"THURSTON, SPRINGER, MILLER, HERD & TITAK, INC.","12/31/2024","83","864",""
"PRIVATE TRUST CO NA","12/31/2024","83","858",""
"Bray Capital Advisors","12/31/2024","77","800",""
"McGlone Suttner Wealth Management, Inc.","12/31/2024","76","788",""
"Ridgewood Investments LLC","12/31/2024","74","772",""
"Tacita Capital Inc","12/31/2024","71","737",""
"DHJJ Financial Advisors, Ltd.","12/31/2024","71","736",""
"Olistico Wealth, LLC","12/31/2024","67","700",""
"MassMutual Private Wealth & Trust, FSB","12/31/2024","65","680",""
"MONTAG & CALDWELL, LLC","12/31/2024","59","617",""
"First Horizon Advisors, Inc.","12/31/2024","59","612",""
"Princeton Global Asset Management LLC","12/31/2024","58","600",""
"CENTRAL TRUST Co","12/31/2024","53","550",""
"Grove Bank & Trust","12/31/2024","49","510",""
"JNBA Financial Advisors","12/31/2024","48","500",""
"HUNTINGTON NATIONAL BANK","12/31/2024","47","491",""
"ROTHSCHILD INVESTMENT LLC","12/31/2024","47","487",""
"BNP PARIBAS FINANCIAL MARKETS","12/31/2024","42","439",""
"Capital Analysts, LLC","12/31/2024","39","405",""
"VISION FINANCIAL MARKETS LLC","12/31/2024","38","400",""
"Crewe Advisors LLC","12/31/2024","38","400",""
"Dunhill Financial, LLC","12/31/2024","38","400",""
"NBT BANK N A /NY","12/31/2024","38","400",""
"Strategic Investment Solutions, Inc. /IL","12/31/2024","39","400",""
"TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH PZU SA","12/31/2024","33","350",""
"Winch Advisory Services, LLC","12/31/2024","33","350",""
"Pathway Financial Advisers, LLC","12/31/2024","33","341",""
"IAG Wealth Partners, LLC","12/31/2024","32","335",""
"Addison Advisors LLC","12/31/2024","32","333",""
"IFP Advisors, Inc","12/31/2024","30","313",""
"Bank & Trust Co","12/31/2024","25","263",""
"1620 INVESTMENT ADVISORS, INC.","12/31/2024","25","259",""
"CONCOURSE FINANCIAL GROUP SECURITIES, INC.","12/31/2024","24","240",""
"Avior Wealth Management, LLC","12/31/2024","21","218",""
"JFS WEALTH ADVISORS, LLC","12/31/2024","19","198",""
"Smartleaf Asset Management LLC","12/31/2024","19","198",""
"ATLAS CAPITAL ADVISORS INC.","12/31/2024","18","190",""
"WFA Asset Management Corp","12/31/2024","17","181",""
"Bruce G. Allen Investments, LLC","12/31/2024","17","178",""
"Financial Management Professionals, Inc.","12/31/2024","16","173",""
"SIERRA OCEAN, LLC","12/31/2024","14","153",""
"Venturi Wealth Management, LLC","12/31/2024","13","143",""
"Richard W. Paul & Associates, LLC","12/31/2024","13","139",""
"CoreCap Advisors, LLC","12/31/2024","13","136",""
"FOSTER DYKEMA CABOT & PARTNERS, LLC","12/31/2024","12","130",""
"Jackson, Grant Investment Advisers, Inc.","12/31/2024","12","129",""
"Blue Trust, Inc.","12/31/2024","12","126",""
"Tradewinds Capital Management, LLC","12/31/2024","12","125",""
"Silicon Valley Capital Partners","12/31/2024","11","122",""
"MCF Advisors LLC","12/31/2024","10","110",""
"TruNorth Capital Management, LLC","12/31/2024","9","100",""
"SouthState Corp","12/31/2024","9","96",""
"Pineridge Advisors LLC","12/31/2024","9","96",""
"Hemington Wealth Management","12/31/2024","9","95",""
"CARY STREET PARTNERS INVESTMENT ADVISORY LLC","12/31/2024","8","83",""
"GHP Investment Advisors, Inc.","12/31/2024","7","79",""
"Johnson Financial Group, Inc.","12/31/2024","7","78",""
"MeadowBrook Investment Advisors LLC","12/31/2024","7","75",""
"Signature Resources Capital Management, LLC","12/31/2024","6","71",""
"GPS Wealth Strategies Group, LLC","12/31/2024","6","65",""
"Penserra Capital Management LLC","12/31/2024","6","63",""
"ORG Partners LLC","12/31/2024","5","59",""
"Cornerstone Planning Group LLC","12/31/2024","5","58",""
"Physician Wealth Advisors, Inc.","12/31/2024","5","56",""
"McIlrath & Eck, LLC","12/31/2024","5","55",""
"Versant Capital Management, Inc","12/31/2024","5","53",""
"Stonebridge Financial Group, LLC","12/31/2024","4","50",""
"Financial Avengers, Inc.","12/31/2024","4","50",""
"Financial Perspectives, Inc","12/31/2024","4","47",""
"HIGHLINE WEALTH PARTNERS LLC","12/31/2024","4","46",""
"Capital A Wealth Management, LLC","12/31/2024","4","44",""
"Christopher J. Hasenberg, Inc","12/31/2024","4","43",""
"Colonial Trust Advisors","12/31/2024","3","40",""
"Kestra Investment Management, LLC","12/31/2024","3","39",""
"NewSquare Capital LLC","12/31/2024","3","38",""
"Western Pacific Wealth Management, LP","12/31/2024","3","32",""
"VALLEY NATIONAL ADVISERS INC","12/31/2024","2","30",""
"Optiver Holding B.V.","12/31/2024","2","28",""
"NewEdge Advisors, LLC","12/31/2024","2","24",""
"Sandy Spring Bank","12/31/2024","2","23",""
"Colonial Trust Co / SC","12/31/2024","1","16",""
"SRS Capital Advisors, Inc.","12/31/2024","1","14",""
"Bell Investment Advisors, Inc","12/31/2024","1","12",""
"Cullen/Frost Bankers, Inc.","12/31/2024","1","12",""
"Quest 10 Wealth Builders, Inc.","12/31/2024","0","9",""
"NBC SECURITIES, INC.","12/31/2024","0","3",""
"High Note Wealth, LLC","12/31/2024","0","3",""
"Van Hulzen Asset Management, LLC","12/31/2024","0","2",""
"NOMURA ASSET MANAGEMENT CO LTD","12/31/2024","0","0",""
"Erste Asset Management GmbH","12/31/2024","0","0",""
