"Manager","Report Date","Value ($000)","Shares","Option Type"
"ASSETMARK, INC","12/31/2018","21","325",""
"Covington Capital Management","12/31/2018","21","321",""
"Capital Bank & Trust Co","12/31/2018","19","292",""
"REGIONS FINANCIAL CORP","12/31/2018","19","291",""
"SONORA INVESTMENT MANAGEMENT, LLC","12/31/2018","19","290",""
"CWM, LLC","12/31/2018","18","277",""
"Pinnacle Bank","12/31/2018","17","265",""
"Sontag Advisory, LLC","12/31/2018","17","260",""
"Legacy Bridge, LLC","12/31/2018","16","251",""
"Squar Milner Financial Services LLC","12/31/2018","16","250",""
"EXANE DERIVATIVES","12/31/2018","1","250","call"
"CAPTRUST FINANCIAL ADVISORS","12/31/2018","15","237",""
"TRUSTMARK NATIONAL BANK TRUST DEPARTMENT","12/31/2018","15","226",""
"Sargent Bickham Lagudis LLC","12/31/2018","14","211",""
"Mondrian Investment Partners LTD","12/31/2018","19","210",""
"Balentine LLC","12/31/2018","13","202",""
"Lee Financial Co","12/31/2018","13","200",""
"Executive Wealth Management, LLC","12/31/2018","13","200",""
"Rehmann Capital Advisory Group","12/31/2018","11","180",""
"Alera Investment Advisors, LLC","12/31/2018","12","177",""
"FIRST HAWAIIAN BANK","12/31/2018","10","159",""
"Price Wealth Management, Inc.","12/31/2018","10","155",""
"Berman Capital Advisors, LLC","12/31/2018","9","154",""
"Capital Investment Advisory Services, LLC","12/31/2018","10","150",""
"Legacy Financial Advisors, Inc.","12/31/2018","9","138",""
"Tradewinds Capital Management, LLC","12/31/2018","8","125",""
"FLAGSHIP HARBOR ADVISORS, LLC","12/31/2018","7","122",""
"SRS Capital Advisors, Inc.","12/31/2018","8","119",""
"FARMERS & MERCHANTS INVESTMENTS INC","12/31/2018","7","109",""
"EARNEST PARTNERS LLC","12/31/2018","7","100",""
"FinTrust Capital Advisors, LLC","12/31/2018","7","100",""
"MBM Wealth Consultants, LLC","12/31/2018","6","87",""
"Prestige Wealth Management Group LLC","12/31/2018","5","82",""
"Versant Capital Management, Inc","12/31/2018","4","76",""
"ARROW FINANCIAL CORP","12/31/2018","5","75",""
"We Are One Seven, LLC","12/31/2018","4","74",""
"Sandy Spring Bank","12/31/2018","5","73",""
"BESSEMER GROUP INC","12/31/2018","5","73",""
"DELTA ASSET MANAGEMENT LLC/TN","12/31/2018","5","73",""
"LS Investment Advisors, LLC","12/31/2018","5","72",""
"SevenBridge Financial Group, LLC","12/31/2018","4","62",""
"Omnia Family Wealth, LLC","12/31/2018","4","61",""
"Tarbox Family Office, Inc.","12/31/2018","4","61",""
"BerganKDV Wealth Management, LLC","12/31/2018","3","50",""
"Taylor Hoffman Wealth Management","12/31/2018","3","50",""
"Cerebellum GP, LLC","12/31/2018","3","48",""
"DUBUQUE BANK & TRUST CO","12/31/2018","3","45",""
"MOTCO","12/31/2018","3","40",""
"WHITTIER TRUST CO OF NEVADA INC","12/31/2018","3","39",""
"FTB Advisors, Inc.","12/31/2018","2","39",""
"PROEQUITIES, INC.","12/31/2018","2","38",""
"Avestar Capital, LLC","12/31/2018","2","37",""
"Lenox Wealth Advisors, LLC","12/31/2018","2","35",""
"Prime Capital Investment Advisors, LLC","12/31/2018","1","22",""
"Claro Advisors LLC","12/31/2018","1","18",""
"Citizens Financial Group Inc/RI","12/31/2018","1","15",""
"Baystate Wealth Management LLC","12/31/2018","1","10",""
"JOYN Advisors, Inc.","12/31/2018","0","7",""
"Gradient Investments LLC","12/31/2018","0","1",""
"SIMPLEX TRADING, LLC","12/31/2018","0","1",""
